Job_Name,Company,City,Job_type,Employees,Followers,Applicants,Industry,Level,Involvment,skills,Job_skills,skills_skills,Class
Quality System Specialist,Zobele,Daman,On-site,0.269334339,0.009694814,65,Consumer Goods , Mid-Senior level,Full-time ,communicationcorrective actions english good manufacturing practice (gmp) iso 9000 key performance indicators process analysis quality management sap erp sap products,"'map', 'quality manager', 'quality system', 'iso9001', 'quality system', 'quality', 'nonconformities', 'corrective actions', 'graduate', 'quality', 'process', 'quality', 'iso', 'gmp', 'documents', 'fluent english', 'sap', 'team', 'organization', 'communication'","'communicationcorrective actions english good', 'gmp'",Class 2
OT/IT Services Consultant,KBC A Yokogawa Company,Mumbai,Hybrid,0.010825075,0.007262506,109,Oil & Energy , Mid-Senior level,Full-time ,analytical skillscommunicationmicrosoft sql serverproblem solvingsqlit services osisoft pi requirements analysis templates written communication,"'business requirements identification', 'collect', 'digital vision', 'strategy', 'support', 'recommends', 'enterprise infrastructure', 'deliver', 'enterprise architecture', 'transformational projects execution', 'execute', 'information', 'business advice', 'provide', 'team lead', 'horizon scanning', 'explore', 'personal performance', 'manages complexity', 'makes', 'business insight', 'cultivates innovation', 'strategic mindset', 'sees', 'results', 'action planning', 'business data modeling', 'document', 'model user requirements', 'verbal', 'written communication', 'integration', 'policy', 'procedures', 'measure solution performance', 'adaptive mindset', 'perform gap analysis', 'architecture', 'project lifecycle alignment', 'adaption', 'business requirements analysis', 'project risk', 'issue management', 'data collection', 'analysis', 'stakeholder expectation management', 'experience', 'powerbi', 'able', 'able', 'able', 'able'","'skillscommunicationmicrosoft', 'solvingsqlit services', 'osisoft'",Class 2
"Return to Work Program - Operations Expert, India",ANZ,Bengaluru,Full-time,0.538614821,0.569951813,141,Banking ,Mid-Senior level,Full-time,analytical skillscommunicationpresentationsoperational risk management program management risk assessment risk control risk frameworks risk reporting teamwork,"'support', 'assist', 'technology', 'technology', 'adequate', 'experience', 'great', 'strong', 'experience', 'experience'",'skillscommunicationpresentationsoperational risk',Class 3
Sales Manager,WeFreight,Mumbai,On-site,0.010825075,0.001112896,54,Transportation/Trucking/Railroad , Mid-Senior level,Full-time ,communicationbusiness business development interpersonal skills sales sales management,"'maximize', 'sales', 'sales pipeline.', 'update', 'ensure', 'update crm', 'handle', 'ensure', 'ap', 'execute'","'communicationbusiness', 'business development'",Class 2
Process Specialist,Infosys BPM,Bengaluru,On-site,0.538614821,0.387241854,146,Information Technology & Services , Entry level,Full-time ,analytical skillscommunicationmicrosoft excelbusiness process improvement claims management english microsoft word process engineering process improvement warranty,"'claims', 'warranty', 'retail', 'exposure', 'uk', 'sap', 'excellent english', 'excellent', 'microsoft word', 'excel', 'bachelor degree'","'skillscommunicationmicrosoft', 'microsoft word process engineering process improvement warranty'",Class 1
Professional Services Consultant,Aptos Retail,Bengaluru,On-site,0.053909953,0.008122992,28,Computer Software , Mid-Senior level,Full-time ,business requirements defining requirements elicitation functional requirements non-functional requirements project cost sales audit training material user stories working with clients,"'product management', 'development', 'requirements', 'requirements', 'creating', 'contribute', 'builds', 'contribute', 'aptos', 'audit', 'facilitate', 'aptos', 'audit', 'work', 'aptos', 'review', 'sales audit', 'participate', 'aptos sa', 'gather', 'design leads', 'client', 'aptos sales audit application', 'aptos pos', 'pos', 'order management system', 'mobile commerce', 'create', 'identify', 'support', 'review', 'attend', 'understand', 'mortar', 'experience', 'implementation', 'support', 'able', 'experience', 'cross skill', 'up skill', 'aptos products', 'foster', 'knowledge', 'merchandising', 'sales audit', 'pos', 'payments', 'crm', 'order management system', 'implementation', 'audit', 'sales audit', 'sales audit', 'loss prevention', 'reports', 'exposure', 'sales audit', 'erp', 'high', 'apis', 'client', 'project', 'user stories', 'functional requirements', 'requirements documents', 'exposure', 'jira', 'intermediate', 'sql', 'api', 'exposure', 'saas', 'exposure', 'passion', 'passion', 'resourcefulness', 'aptos', 'initiative', 'quality'","'business requirements', 'requirements elicitation functional', 'audit training material user stories working', 'clients'",Class 2
Sap Business Warehouse Consultant,ACL Digital,Bengaluru,Hybrid,0.053909953,0.019642038,82,Information Technology & Services , Mid-Senior level,Full-time ,analytical skillsdata modelingproblem solvingsqlsap bi sap business warehouse (sap bw) sap hana sap implementation sap products sapscript,"'sap', 's4 hana', 'mandatory', 'experienced', 'sap', 'bw', 'good', 'adso', 'advanced data store object', 'cp', 'composite', 'bex', 'abap', 'hana', 'hana', 'sql script', 'open hub', 'hana stored procedures', 'knowledge', 'abap', 'bw', 'customer enhancements', 'abap objects', 'sap notes', 'sap', 'hana', 'sql', 'strong', 'webi reports', 'dashboards', 'universe design tool', 'information', 'bi launchpad', 'bi platform', 'prior', 'support team lead', 'architect', 'understand', 'enthusiastic', 'commitment', 'willingness'","'skillsdata', 'sap', 'sap'",Class 2
Business Systems Analyst,Equinix Asia-Pacific,Bengaluru,Hybrid,0.269334339,0.005610372,29,Computer Software ,Mid-Senior level,Full-time,analytical skillscommunicationproblem solvingbusiness requirements business systems analysis design documents functional design oral communication user acceptance testing user stories,"'work', 'finance business', 'analyze', 'sit', 'uat', 'data', 'work', 'configure', 'sit', 'uat', 'performs mock', 'eliciting', 'requirements', 'requirements', 'requirement', 'provides adhoc', 'liaise', 'partner', 'execute system', 'coordinate', 'learn', 'work', 'equinix', 'assist', 'implementing', 'equinix', 'assist', 'assist', 'application', 'cloud erp financial', 'gl', 'fah', 'fa', 'cm', 'ar', 'ap', 'arcs', 'oracle application business analyst', 'major', 'basic', 'good', 'bachelor', 'degree', 'accounting', 'finance', 'strong', 'strong', 'willingness'","'skillscommunicationproblem', 'solvingbusiness requirements business systems analysis'",Class 2
Application Support Engineer,Orion Innovation,Kochi,Hybrid,0.269334339,0.043896283,113,Information Technology & Services , Associate,Full-time ,microsoft sql serversql.net framework c# troubleshooting,"'build', 'provide', 'rapid response team', 'rrt', 'qa', 'operations', 'dba', 'development', 'platform', 'id', 'delivery', 'service management', 'ensure', 'prioritize', 'slas', 'participate', 'work', 'orion', 'reproduce', 'contribute', 'orion', 'assist', 'investigate', 'azure', 'participate', 'orion', 'strong', 'sql profiler', 'google chrome', 'sql server', 'good', 'azure portal', 'azure monitor', 'log analytics', 'application insights', 'kql', 'kusto query language', 'sql', 'iis', 'experience', 'webapp', 'sql', 'experience', 'itsm', 'alm', 'servicenow', 'microsoft azure', 'ado', 'sharepoint', 'robust', 'confident', 'passionate'","'microsoft', 'sql'",Class 2
Data Quality Associate,S&P Global,Hyderabad,On-site,0.538614821,0.364180817,80,Financial Services ,Mid-Senior level,Full-time,communicationproblem solvingcritical thinking process efficiency quality assurance quality control reference data thinking skills wse written communication,"'ensuring', 'ihs markit', 'sec', 'kanban', 'excellent', 'master', 'ability', 'interest', 'enjoys', 'ability', 'strong', 'excellent', 'microsoft', 'minimum', 'assume', 'demonstrated', 'experience', 'kapow', 'excellent', 'ability', 'work', 'responsible'","'communicationproblem', 'solvingcritical', 'skills wse written'",Class 1
Site Reliability Engineer,AlgoSec,Gurugram,Remote,0.010825075,0.005633318,200,Computer & Network Security , Associate,Full-time ,python (programming language)aws cloudformation amazon ec2 ansible continuous integration and continuous delivery (ci/cd) elastic load balancing elastic stack (elk) english linux site reliability engineering,"'ability', 'minimum', 'saas', 'experience', 'experience', 'experience', 'experience', 'aws', 'aws cloud', 'ec2', 'vpc', 'eks', 'api', 'cognito', 'experience', 'elk', 'prometheus', 'experience', 'linux', 'experience', 'experience', 'cloudformation', 'experience', 'saas', 'kubernetes', 'additional', 'azure', 'gcp', 'experience', 'experience', 'java', 'maven', 'nodejs', 'possesses', 'english', 'exhibits', 'displays'","'python', 'aws', 'amazon ec2 ansible continuous', 'continuous delivery', 'elastic load balancing elastic stack', 'elk', 'english linux site reliability'",Class 2
Inside Sales Associate,Internshala,Gurgaon,On-site,0.002746661,0.060727398,200,Education Management ,Mid-Senior level,Full-time,communicationproblem solvingconvincing people data conversion inside sales pain management product development record keeping sales,"'rocket singh', 'understand', 'internshala4', 'participate'","'people data', 'pain management product development record keeping'",Class 2
Social Media Strategist,Mirchi,Mumbai,On-site,0.053909953,0.021122074,200,Entertainment , Associate,Full-time ,communicationcross-functional team leadership marketing social media social media marketing social media optimization (smo) social media strategy strategic communications strategic thinking strategy,"'key', 'identify', 'kpis', 'create', 'instagram', 'snapchat', 'instagram', 'instagram', 'meme', 'study', 'audience strategy', 'identify', 'engage', 'channelsstakeholder', 'media', 'stechnical', 'skills', 'qualification', 'likes', 'instagram', 'facebook', 'snapchat', 'youtube', 'twitter', 'takatak', 'brandpersonal', 'attributes', 'self'","'smo', 'social media strategy strategic communications strategic'",Class 2
Power Platform Developer,Eli Lilly and Company,Bengaluru,On-site,0.538614821,0.449655805,139,Pharmaceuticals , Entry level,Full-time ,communicationmicrosoft power querysqlapplication programming computer science data models microsoft power apps multi-functional user interface design wse,"'bachelor', 'degree', 'computer science', 'minimum', 'power platform technology', 'design', 'powerapps', 'understand', 'power platform', 'adhere', 'microsoft', 'power', 'adept', 'experience', 'powerapps', 'sharepoint list', 'mysql', 'sql server', 'experience', 'powerautomate', 'experience', 'powerapps', 'powerautomate flows', 'basic sql', 'exposure', 'experience', 'experience', 'powerbi', 'sharepoint list', 'mysql', 'sql server', 'experience', 'powerquery', 'ability', 'power', 'experience', 'excel', 'powerquery', 'powerbi', 'powerapps', 'sql', 'vba', 'sap', 'azure', 'expertise', 'microsoft stack', 'experience', 'willingness', 'strong', 'experience', 'experience', 'business', 'excel', 'powerpoint', 'solid', 'strong', 'business', 'experience', 'sap', 'experience', 'agile', 'advanced sql', 'expert', 'experience', 'aws', 'proficiency', 'experience', 'familiarity', 'agile'","'communicationmicrosoft', 'power', 'microsoft power apps'",Class 3
Talend with SQL 3+,Juppiter AI Labs ✔,India,Remote,0.002746661,0.000539238,62,Information Technology & Services , Associate,Contract ,sqlazure devops continuous integration and continuous delivery (ci/cd) devops microsoft azure software development talend terraform test automation virtual machines,"'etl talend', 'jdbc', 'context', 'various', 'experience', 'etl', 'data warehouse', 'data', 'experience', 'sql', 'etl', 'good', 'etl', 'bi', 'talend'","'sqlazure', 'devops continuous integration', 'continuous delivery', 'devops microsoft azure software', 'terraform test'",Class 2
SQL Database Administrator [T500-6617],Inspire Brands,Hyderabad,On-site,0.538614821,0.486140431,200,Restaurants , Mid-Senior level,Full-time ,sql,"'perform', 'sql server', 'azure sql', 'manage', 'sql server', 'azure sql', 'good', 'building', 'azure data', 'configure', 'identify', 'troubleshoot', 'should', 'sla', 'experience', 'configuration', 'upgrades', 'should', 'provides', 'performs', 'collaborate', 'performs', 'refine', 'administration', 'sql server azure data bricks', 'snowflake', 'postgresql', 'mysql', 'mongo db', 'experience', 'experience', 'excellent', 'flexible', 'ability', 'ability', 'ability', 'database professional'",'sql',Class 3
